label,wpid,first_edit,from_event,transitivity,betweenness,betweenness_norm,closeness,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event
Jimbob761,Jimbob761,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,BLM
Jimmywagtail01,Jimmywagtail01,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Jimothyjones123,Jimothyjones123,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
JJHk2000,JJHk2000,2,1,0,0,0,2.53E-07,0.000502765,2,0.001005025,0,0,2,0.001005025,3,0,3,0,FIFA
JJMC89,JJMC89,2,1,0,301,7.60E-05,2.66E-07,0.000529096,103,0.051758794,3,0.001507538,100,0.050251256,131,3,128,4.21E-06,BLM
Josephp18810,Josephp18810,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,7.48E-08,BLM
Jrdrew102,Jrdrew102,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Jsoik,Jsoik,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
JT2958,JT2958,3,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Justice2001,Justice2001,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
JusticeForFreddieGray,JusticeForFreddieGray,1,1,0,5,1.26E-06,2.53E-07,0.000503523,3,0.001507538,2,0.001005025,1,0.000502513,6,5,1,0,BLM
Justincase1992,Justincase1992,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,BLM
Kaizena,Kaizena,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Kakers100,Kakers100,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Kanye East1234,Kanye East1234,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,5.01E-08,ebola
Kapibara100,Kapibara100,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
KH-1,KH-1,2,1,0,78,1.97E-05,2.56E-07,0.000508897,21,0.010552764,3,0.001507538,18,0.009045226,51,14,37,0,BLM
Kieran P. Clark,Kieran P. Clark,2,1,0,98,2.48E-05,2.53E-07,0.000502513,3,0.001507538,2,0.001005025,1,0.000502513,4,3,1,2.10E-07,ebola
Kiwifist,Kiwifist,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,BLM
Kowl00n,Kowl00n,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Krimsonquinn,Krimsonquinn,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Kwaks321,Kwaks321,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Kyle Lynch15,Kyle Lynch15,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Landingdude13,Landingdude13,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,FIFA
Laurel Wreath of Victors,Laurel Wreath of Victors,2,1,0,0,0,2.53E-07,0.000503018,3,0.001507538,0,0,3,0.001507538,3,0,3,0,BLM
Leo Bonilla,Leo Bonilla,3,1,NA,0,0,2.53E-07,0.000503524,1,0.000502513,0,0,1,0.000502513,1,0,1,0,BLM
LiciaLace,LiciaLace,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Liverpool8765,Liverpool8765,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,FIFA
LLBeanBrother,LLBeanBrother,2,1,0,0,0,2.52E-07,0.00050226,4,0.00201005,4,0.00201005,0,0,8,8,0,0.000197249,ebola
Loudaboss,Loudaboss,1,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,ebola
Lowkey40,Lowkey40,1,1,0,0,0,3.39E-07,0.000674172,2,0.001005025,1,0.000502513,1,0.000502513,2,1,1,0,BLM
Lucazinzula,Lucazinzula,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
LuckyLeftyy,LuckyLeftyy,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
MaddiKadafy,MaddiKadafy,3,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Madoti mojeed,Madoti mojeed,3,1,0,0,0,2.52E-07,0.00050226,3,0.001507538,3,0.001507538,0,0,3,3,0,0,FIFA
Mahhon,Mahhon,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
ManiiMACK,ManiiMACK,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Mariocarioca22,Mariocarioca22,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,FIFA
MarkBM,MarkBM,3,1,0,60,1.52E-05,2.53E-07,0.000504029,8,0.004020101,5,0.002512563,3,0.001507538,16,8,8,0,FIFA
Masterfrac,Masterfrac,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,BLM
Matthew898,Matthew898,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.78E-06,FIFA
Mattoeftering,Mattoeftering,1,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,BLM
Mexanoh,Mexanoh,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Mikestrike,Mikestrike,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
MissKatie89,MissKatie89,3,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.12E-06,ebola
Mpena12,Mpena12,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,BLM
MPS1992,MPS1992,2,1,0,3,7.58E-07,2.53E-07,0.000503018,3,0.001507538,1,0.000502513,2,0.001005025,4,1,3,0,BLM
MrMohammed305,MrMohammed305,3,1,NA,0,0,2.53E-07,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,FIFA
Mrs.Maddys,Mrs.Maddys,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola
