wpid,userid,ave_good_3ms,revert_count_3ms,time,death,newcomer_registyear,today,lastedit_tillend,last_censored,last_edit,event_newcomers,first_edit_type,first_edit_type3,first_eventedit_article,first_eventedit_date,registration,article_edits,article_sizediff,unique_articles,first_edit,betweenness,betweenness_norm,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event,revert_count,revert_ratio,ave_true,before_ave_sizediff,before_article_sizediff,before_unique_articles,before_article_count,before_edit_count,before_talk_count,before_user_count,before_usertalk_count
Excetor,22525551,0,0,0,1,2014,9/13/14,1125,10/12/17,9/13/14,1,1,1,West African Ebola virus epidemic,9/13/14,9/13/14,2,-109.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.840753609,-109.4945253,-109.4945253,1,2,2,0,0,0
ExoSuho,21844486,0,0,17,1,2014,8/2/14,1167,10/12/17,8/2/14,1,1,1,Ebola virus disease,7/16/14,7/16/14,2,-46,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,2.48E-06,ebola,2,1,0.579755099,6.666444452,-45.99770011,1,2,3,0,1,0
Extraperson,21601323,0,0,153,1,2014,11/11/14,1068,10/14/17,11/11/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/11/14,6/11/14,3,127,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.945105392,126.9957668,126.9957668,2,3,3,0,0,0
F Camp,22126370,0.786577457,1,41,1,2014,9/18/14,1120,10/12/17,9/18/14,0,2,2,West African Ebola virus epidemic,8/28/14,8/8/14,28,168.5357143,4,2,66,1.67E-05,0.000519437,2,0.001005025,1,0.000502513,1,0.000502513,3,1,2,4.05E-06,ebola,2,0.071428571,0.81171438,292.1183521,216.7608726,4,21,42,16,4,1
F8Rx,23388662,0,0,0,1,2014,12/4/14,1050,10/19/17,12/4/14,1,1,1,Ferguson unrest,12/4/14,12/4/14,1,3,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.442286724,2.99970003,2.99970003,1,1,1,0,0,0
FACTSvsOPINION,25829255,0,0,0,1,2015,7/22/15,820,10/19/17,7/22/15,1,1,1,Death of Sandra Bland,7/22/15,7/22/15,1,994,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,1,0.172570228,993.9006099,993.9006099,1,1,1,0,0,0
Fakecolepoland,22002453,0,0,0,1,2014,8/1/14,1168,10/12/17,8/1/14,1,1,1,Ebola virus disease,8/1/14,8/1/14,1,21,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,1,0.078641312,20.99790021,20.99790021,1,1,1,0,0,0
Fakih99,21795415,0,0,43,1,2014,8/21/14,1150,10/14/17,8/21/14,0,2,2,2014 FIFA World Cup Final,7/9/14,7/9/14,8,43.75,6,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,fifa,1,0.125,0.597957223,43.74945313,43.74945313,6,8,8,0,0,0
Fatnard,24976792,0,0,2,1,2015,4/30/15,903,10/19/17,4/30/15,1,1,1,Ferguson unrest,4/28/15,4/28/15,2,908,1,1,512,0.000129355,0.000674515,3,0.001507538,2,0.001005025,1,0.000502513,3,2,1,0,blm,2,1,0.433243969,976.9674344,907.9546023,1,2,3,0,0,1
FCHulbenheim,21657406,0,0,5,1,2014,6/25/14,1207,10/14/17,6/25/14,0,2,2,2026 FIFA World Cup,6/22/14,6/20/14,17,222.5294118,5,2,0,0,0.00050226,6,0.003015075,6,0.003015075,0,0,7,7,0,0.00010988,fifa,9,0.5625,0.597775167,222.5281028,222.5281028,5,17,17,0,0,0
Feelerino,21883597,0,0,156,1,2014,12/25/14,1024,10/14/17,12/25/14,1,1,1,2014 FIFA World Cup Final,8/16/14,7/22/14,1,-26,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.659927296,-25.99740026,-25.99740026,1,1,1,0,0,0
Fgauivfhrhgfighifdh,25147706,0,0,0,1,2015,5/11/15,885,10/12/17,5/11/15,1,1,1,Ebola virus epidemic in Liberia,5/11/15,5/11/15,3,22,1,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,ebola,3,1,0.026672563,21.99926669,21.99926669,1,3,3,0,0,0
Fgghhhjjjj,21792088,0,0,0,1,2014,7/9/14,1193,10/14/17,7/9/14,1,1,1,2014 FIFA World Cup Group A,7/9/14,7/9/14,3,30.66666667,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,0.333333333,0.366519679,30.66564448,30.66564448,2,3,3,0,0,0
Flyer500,21853441,0.817588155,2,1161,0,2014,9/20/17,22,10/12/17,9/20/17,0,3,3,West African Ebola virus epidemic,8/29/14,7/17/14,173,69.41618497,33,3,3,7.58E-07,0.000502512,5,0.002512563,4,0.00201005,1,0.000502513,13,9,4,0,ebola,3,0.017647059,0.781339653,62.40112651,65.22993477,12,100,172,5,55,12
Flystar125,21625447,0,0,3,1,2014,6/18/14,1214,10/14/17,6/18/14,0,2,2,2014 FIFA World Cup Group B,6/18/14,6/15/14,9,204.7777778,3,2,1,2.53E-07,0.000502513,2,0.001005025,1,0.000502513,1,0.000502513,2,1,1,0,fifa,4,0.444444444,0.61289225,190.798092,204.7755025,3,9,10,0,0,1
Football14fever,21606249,0,0,8,1,2014,6/20/14,1212,10/14/17,6/20/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,11,128.6363636,5,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,fifa,5,0.5,0.824193763,128.6351942,128.6351942,5,11,11,0,0,0
FourViolas,22764313,0.84518983,34,1103,0,2014,10/13/17,-1,10/12/17,10/13/17,0,3,3,West African Ebola virus epidemic,11/3/14,10/6/14,486,215.1707819,373,3,1921,0.000485333,0.000668193,15,0.007537688,4,0.00201005,11,0.005527638,27,9,18,0.001323273,ebola,45,0.092783505,0.826481289,206.710958,69.48519193,28,68,135,26,5,27
FriarTuck1981,22590519,0.832262894,16,1119,0,2014,10/12/17,0,10/12/17,10/12/17,0,2,2,Ebola virus cases in the United States,10/25/14,9/19/14,341,573.9178886,137,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0.000195261,ebola,20,0.058823529,0.815122338,379.8908652,379.8908652,15,37,37,0,0,0
Frostayy,22799226,0,0,0,1,2014,10/9/14,1099,10/12/17,10/9/14,1,1,1,West African Ebola virus epidemic,10/9/14,10/9/14,1,187,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola,1,1,0.616493946,186.9813019,186.9813019,1,1,1,0,0,0
Frostnibble12343456,22940347,0,0,0,1,2014,10/23/14,1085,10/12/17,10/23/14,1,1,1,West African Ebola virus epidemic,10/23/14,10/23/14,1,34,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.109544874,33.99660034,33.99660034,1,1,1,0,0,0
Frozenfire14,21678082,0.731754826,1,52,1,2014,8/14/14,1157,10/14/17,8/14/14,1,1,1,2014 FIFA World Cup Group A,6/23/14,6/23/14,15,-9.733333333,7,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,3,0.2,0.764310783,-13.69220237,-13.69220237,5,13,13,0,0,0
Ftbl2014,21740386,0,0,890,1,2014,12/8/16,310,10/14/17,12/8/16,1,1,1,List of 2014 FIFA World Cup controversies,7/2/14,7/2/14,20,316.3,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.652343845,316.2984185,316.2984185,1,20,20,0,0,0
Futeb00l,21774160,0.908431417,0,121,1,2014,11/5/14,1074,10/14/17,11/5/14,0,2,2,2014 FIFA World Cup marketing,7/7/14,7/7/14,29,122.6896552,23,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.772968751,67.21017258,67.99962222,15,18,19,0,1,0
Gabrielptavares,20657819,0.50627738,0,31,1,2014,2/27/14,1325,10/14/17,2/27/14,1,1,1,2013 protests in Brazil,2/27/14,1/27/14,1,-2,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.50627738,0,0,0,0,0,0,0,0
Gamerboi1,25578442,0,0,0,1,2015,6/23/15,849,10/19/17,6/23/15,1,1,1,Charleston church shooting,6/23/15,6/23/15,1,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.339854906,0,0,1,1,1,0,0,0
Gf95750,22915410,0.776427201,1,633,1,2014,7/15/16,461,10/19/17,7/15/16,0,2,2,Shooting of Michael Brown,11/24/14,10/21/14,22,82.13636364,10,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,blm,1,0.045454545,0.746642085,120.798792,120.798792,3,10,10,0,0,0
Gg3iii,25552606,0,0,0,1,2015,6/20/15,852,10/19/17,6/20/15,1,1,1,Charleston church shooting,6/20/15,6/20/15,1,-8,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,7.48E-08,blm,0,0,0.292601339,-7.99920008,-7.99920008,1,1,1,0,0,0
Gggff555,22857826,0,0,0,1,2014,10/15/14,1093,10/12/17,10/15/14,1,1,1,Ebola virus cases in the United States,10/15/14,10/15/14,1,18,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola,1,1,0.100173226,17.99820018,17.99820018,1,1,1,0,0,0
GianDawal1234,24169389,0.796779232,11,57,1,2015,4/17/15,909,10/12/17,4/17/15,0,2,2,West African Ebola virus epidemic,2/22/15,2/19/15,68,16.58823529,33,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola,16,0.235294118,0.811215477,65.86333698,65.86333698,8,22,22,0,0,0
Ginothewall30,21781384,0.772568394,1,962,1,2014,2/24/17,232,10/14/17,2/24/17,0,2,2,2014 FIFA World Cup Final,7/12/14,7/8/14,30,38.66666667,20,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,4,0.133333333,0.7932942,41.63983344,41.63983344,16,25,25,0,0,0
Goalieboss,22827806,0,0,11,1,2014,10/23/14,1085,10/12/17,10/23/14,1,1,1,West African Ebola virus epidemic,10/23/14,10/12/14,2,15,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.63939608,14.99925004,14.99925004,1,2,2,0,0,0
Goaliegirl133,23213899,0,0,0,1,2014,11/18/14,1059,10/12/17,11/18/14,1,1,1,Ebola virus cases in the United States,11/18/14,11/18/14,1,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.520845833,0,0,1,1,1,0,0,0
GoLeor,24907752,0.74076935,0,347,1,2015,4/4/16,563,10/19/17,4/4/16,0,2,2,2015 Baltimore protests,5/5/15,4/23/15,9,228.2222222,3,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,blm,2,0.222222222,0.456395049,255.7468032,255.7468032,2,8,8,0,0,0
Gonzales2011,21715655,0,0,0,1,2014,6/28/14,1202,10/12/17,6/28/14,1,1,1,West African Ebola virus epidemic,6/28/14,6/28/14,2,64.5,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,0,0,0.557758273,64.49677516,64.49677516,1,2,2,0,0,0
Gorblestein,22800527,0,0,0,1,2014,10/10/14,1098,10/12/17,10/10/14,1,1,1,West African Ebola virus epidemic,10/10/14,10/10/14,6,10.66666667,4,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,5.17E-05,ebola,5,1,0.205597494,10.66648889,10.66648889,4,6,6,0,0,0
GraalPK,21483047,0.687546526,2,611,1,2014,1/26/16,627,10/14/17,1/26/16,0,4,3,2014 FIFA World Cup Brazil,6/20/14,5/25/14,5,16.8,4,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,fifa,2,0.5,0.816176431,101.9974501,27.9990667,3,3,4,0,1,0
GrecianEarn,26353285,0.793926492,25,88,1,2015,12/22/15,667,10/19/17,12/22/15,0,4,3,Death of Sandra Bland,9/29/15,9/25/15,739,256.3450609,232,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,31,0.043723554,0.769791257,379.1903257,402.1390708,88,237,252,7,5,0
GrimaceMcDonald,25528513,0,0,0,1,2015,6/18/15,854,10/19/17,6/18/15,1,1,1,Charleston church shooting,6/18/15,6/18/15,1,2,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.352567035,1.99980002,1.99980002,1,1,1,0,0,0
Haaslk,21800872,0,0,0,1,2014,7/10/14,1192,10/14/17,7/10/14,1,1,1,Brazil v Germany (2014 FIFA World Cup),7/10/14,7/10/14,1,1,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.146053672,0.99990001,0.99990001,1,1,1,0,0,0
Halahala9X9,24979737,0,0,0,1,2015,4/28/15,905,10/19/17,4/28/15,1,1,1,Shooting of Rekia Boyd,4/28/15,4/28/15,6,1026.166667,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.836364585,1026.149564,1026.149564,1,6,6,0,0,0
Ham.star.01,22812081,0,0,0,1,2014,10/11/14,1097,10/12/17,10/11/14,1,1,1,West African Ebola virus epidemic,10/11/14,10/11/14,1,1,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,0,0,0.551046981,0.99990001,0.99990001,1,1,1,0,0,0
HamedV00,21339499,0.871352367,0,984,1,2014,1/14/17,273,10/14/17,1/14/17,1,1,1,2014 FIFA World Cup squads,5/6/14,5/6/14,5,1687.6,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.889535056,4474.552545,4474.552545,1,1,1,0,0,0
Handsomewealth,22568229,0,0,0,1,2014,9/17/14,1121,10/12/17,9/17/14,1,1,1,Ebola virus,9/17/14,9/17/14,1,709,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.12E-06,ebola,1,1,0.227799337,708.9291071,708.9291071,1,1,1,0,0,0
Harka1998,22388250,0.662267374,9,671,1,2014,7/2/16,467,10/12/17,7/2/16,0,2,2,West African Ebola virus epidemic,10/8/14,8/31/14,116,69.17241379,39,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,10,0.086956522,0.665538836,51.4997425,51.4997425,9,20,20,0,0,0
Harrismark,21938133,0,0,11,1,2014,8/7/14,1162,10/12/17,8/7/14,0,2,2,Ebola virus disease,8/4/14,7/27/14,7,-8,6,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.393649983,-7.999885716,-7.999885716,6,7,7,0,0,0
Hawkmoonb,22162361,0,0,0,1,2014,8/11/14,1165,10/19/17,8/11/14,1,1,1,Death of Eric Garner,8/11/14,8/11/14,1,3,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,1,0.113233314,2.99970003,2.99970003,1,1,1,0,0,0
Hehoo99,23377850,0,0,0,1,2014,12/3/14,1051,10/19/17,12/3/14,0,2,2,Ferguson unrest,12/3/14,12/3/14,4,-42151.75,3,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,4,1,0.271922369,-42150.69623,-42150.69623,3,4,4,0,0,0
Hejhej123hejhej,21794253,0,0,0,1,2014,7/9/14,1193,10/14/17,7/9/14,1,1,1,Brazil v Germany (2014 FIFA World Cup),7/9/14,7/9/14,1,-470,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.203566845,-469.9530047,-469.9530047,1,1,1,0,0,0
Hemlata0005,22287630,0,0,0,1,2014,8/22/14,1147,10/12/17,8/22/14,1,1,1,Ebola virus,8/22/14,8/22/14,1,37,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.111708699,36.99630037,36.99630037,1,1,1,0,0,0
Hernanx32a,21651749,0,0,0,1,2014,6/19/14,1213,10/14/17,6/19/14,1,1,1,2014 FIFA World Cup Group D,6/19/14,6/19/14,3,15.33333333,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,3,1,0.641412158,15.33282224,15.33282224,2,3,3,0,0,0
Hmoshrif,21581893,0,0,0,1,2014,6/9/14,1223,10/14/17,6/9/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/9/14,6/9/14,1,-10,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.917360343,-9.9990001,-9.9990001,1,1,1,0,0,0
HMS88,21533729,0.646910571,0,696,1,2014,4/27/16,535,10/14/17,4/27/16,0,2,2,Talk:FIFA World Cup hosts,6/19/14,6/1/14,31,30.51612903,18,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,fifa,0,0,0.62213638,52.90450998,43.73661191,10,19,21,2,0,0
Hobbes7,23076611,0.659187789,0,95,1,2014,2/8/15,977,10/12/17,2/8/15,0,2,2,Ebola virus cases in the United States,11/15/14,11/5/14,21,281.1904762,11,2,0,0,0.00050226,3,0.001507538,3,0.001507538,0,0,3,3,0,0.000195189,ebola,0,0,0.782976115,297.6176304,330.0537219,11,18,21,2,0,0
Homo mundi,21846525,0,0,4,1,2014,7/20/14,1182,10/14/17,7/20/14,1,1,1,List of 2014 FIFA World Cup controversies,7/19/14,7/16/14,20,181.6,2,1,2,5.05E-07,0.000502513,3,0.001507538,2,0.001005025,1,0.000502513,5,4,1,2.49E-06,fifa,2,0.105263158,0.720175336,176.759293,181.599092,2,20,25,2,1,2
Homomnius,21685326,0,0,0,1,2014,6/24/14,1206,10/12/17,6/24/14,1,1,1,Ebola virus disease,6/24/14,6/24/14,2,21.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,1,0.248835192,21.49892505,21.49892505,1,2,2,0,0,0
Hrrael,22986945,0,0,0,1,2014,10/27/14,1081,10/12/17,10/27/14,1,1,1,West African Ebola virus epidemic,10/27/14,10/27/14,1,788,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.809066739,787.9212079,787.9212079,1,1,1,0,0,0
Iamchukzzy,22781464,0,0,0,1,2014,10/8/14,1100,10/12/17,10/8/14,1,1,1,West African Ebola virus epidemic,10/8/14,10/8/14,1,11,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,2.39E-07,ebola,1,1,0.603306351,10.99890011,10.99890011,1,1,1,0,0,0
Iazyges,23299921,0.987269471,1,1057,0,2014,10/18/17,1,10/19/17,10/18/17,0,4,3,South African National Rally Championship,1/13/15,11/26/14,20,137.1,17,3,0,0,0.000502512,1,0.000502513,0,0,1,0.000502513,2,0,2,0,blm,1,0.05,0.977967013,482.895171,463.1907362,2,5,10,0,3,2
Icarosaurvus,22245365,0,0,1137,0,2014,9/28/17,21,10/19/17,9/28/17,0,2,2,Talk:Shooting of Michael Brown,8/19/14,8/18/14,13,10.84615385,10,2,8531,0.002155322,0.000674739,7,0.003517588,3,0.001507538,4,0.00201005,14,5,9,0.000140966,blm,1,0.076923077,0.546484031,248.8473821,10.84607041,10,13,105,73,1,10
Igor gdsgsdgifsscvu,23732876,0,0,0,1,2015,1/9/15,1007,10/12/17,1/9/15,1,1,1,Ebola virus,1/9/15,1/9/15,2,-1525,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,0.5,0.479784189,-1524.923754,-1524.923754,2,2,2,0,0,0
Ija2002,22732690,0,0,5,1,2014,10/8/14,1100,10/12/17,10/8/14,1,1,1,West African Ebola virus epidemic,10/3/14,10/3/14,2,-1,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,0,0,0.629594126,-0.999950002,-0.999950002,1,2,2,0,0,0
ILLWRECKYOU,21603481,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,We Are One (Ole Ola),6/12/14,6/12/14,1,41,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.02435118,40.99590041,40.99590041,1,1,1,0,0,0
Impendingtruth,26797572,0,0,1,1,2015,11/15/15,704,10/19/17,11/15/15,1,1,1,2015ã¢_Ü__16 University of Missouri protests,11/14/15,11/14/15,6,90.66666667,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,2,0.333333333,0.255136046,90.66515558,90.66515558,1,6,6,0,0,0
Inemudom,21965466,0,0,0,1,2014,7/30/14,1170,10/12/17,7/30/14,1,1,1,Ebola virus disease,7/30/14,7/30/14,1,159,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.763841097,158.9841016,158.9841016,1,1,1,0,0,0
Irishlad99,22216664,0.722367155,0,568,1,2014,3/5/16,586,10/12/17,3/5/16,1,1,1,West African Ebola virus epidemic,8/15/14,8/15/14,5,382.4,3,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,0.2,0.49532859,310.9922252,310.9922252,3,4,4,0,0,0
Iron Caterpillar,22778720,0,0,6,1,2014,10/14/14,1094,10/12/17,10/14/14,1,4,3,West African Ebola virus epidemic,10/14/14,10/8/14,1,10,1,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.80052284,263.2789469,9.9990001,1,1,25,0,24,0
IRVONBRABBS420BLAZE,23580979,0,0,0,1,2014,12/24/14,1023,10/12/17,12/24/14,1,1,1,Ebola virus,12/24/14,12/24/14,3,144.6666667,2,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,3,1,0.29199939,144.6618446,144.6618446,2,3,3,0,0,0
IRW0,22287343,0.649503138,4,46,1,2014,10/6/14,1102,10/12/17,10/6/14,0,2,2,Ebola virus cases in the United States,10/2/14,8/21/14,298,-103.9798658,57,2,42,1.06E-05,0.000503777,11,0.005527638,7,0.003517588,4,0.00201005,21,13,8,0,ebola,9,0.030405405,0.647703321,89.19367058,-228.9221078,26,103,191,59,0,18
Ishac.ishac,21605711,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,4,18.25,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.844562232,18.24954376,18.24954376,1,4,4,0,0,0
Itzzz Michael,21497331,0,0,0,1,2014,5/27/14,1236,10/14/17,5/27/14,1,1,1,2014 FIFA World Cup Brazil (video game),5/27/14,5/27/14,2,25,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,2,1,0.113051499,24.99875006,24.99875006,1,2,2,0,0,0
Iwalrusfriend,23257101,0,0,0,1,2014,11/22/14,1055,10/12/17,11/22/14,1,1,1,Ebola virus disease,11/22/14,11/22/14,1,-3,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,1,0.043826433,-2.99970003,-2.99970003,1,1,1,0,0,0
JafarFromAfar,23504924,0,0,0,1,2014,12/16/14,1031,10/12/17,12/16/14,0,2,2,Ebola virus,12/16/14,12/16/14,2,27,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,2,1,0.272999442,26.99865007,26.99865007,2,2,2,0,0,0
Jamesdean32,23581710,0,0,0,1,2014,12/25/14,1029,10/19/17,12/25/14,1,1,1,Death of Aiyana Jones,12/25/14,12/25/14,1,-4,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.056997138,-3.99960004,-3.99960004,1,1,1,0,0,0
Jaxst99,23060270,0,0,0,1,2014,11/3/14,1074,10/12/17,11/3/14,1,1,1,West African Ebola virus epidemic,11/3/14,11/3/14,1,26,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.320956262,25.99740026,25.99740026,1,1,1,0,0,0
Jc21539,22936038,0,0,0,1,2014,10/22/14,1093,10/19/17,10/22/14,1,1,1,Shooting of Michael Brown,10/22/14,10/22/14,1,1278,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.959603939,1277.872213,1277.872213,1,1,1,0,0,0
Jetsmoothin,22407763,0,0,29,1,2014,10/1/14,1107,10/12/17,10/1/14,0,2,2,Ebola virus,10/1/14,9/2/14,7,29,4,2,0,0,0.00050226,3,0.001507538,3,0.001507538,0,0,4,4,0,0,ebola,7,1,0.215268773,28.99958572,28.99958572,4,7,7,0,0,0
Jhanae Kelly,22057832,0,0,0,1,2014,8/4/14,1165,10/12/17,8/4/14,1,1,1,West African Ebola virus epidemic,8/4/14,8/4/14,1,-6,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,1,0.381692732,-5.99940006,-5.99940006,1,1,1,0,0,0
Jimbob761,26440004,0,0,8,1,2015,10/13/15,737,10/19/17,10/13/15,0,2,2,Ferguson unrest,10/13/15,10/5/15,3,-1324.666667,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,blm,3,1,0.449196977,-1324.622513,-1324.622513,2,3,3,0,0,0
Jimmywagtail01,22487294,0.838638957,14,350,1,2014,8/25/15,779,10/12/17,8/25/15,0,2,2,Ebola virus disease in Mali,10/29/14,9/9/14,124,391.6532258,50,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,22,0.177419355,0.817132453,448.882677,448.882677,22,43,43,0,0,0
Jimothyjones123,22798829,0,0,0,1,2014,10/9/14,1099,10/12/17,10/9/14,1,1,1,West African Ebola virus epidemic,10/9/14,10/9/14,1,31,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.304333187,30.99690031,30.99690031,1,1,1,0,0,0
Jjayy138,22411359,0.622928968,0,35,1,2014,10/7/14,1101,10/12/17,10/7/14,0,4,3,West African Ebola virus epidemic,9/23/14,9/2/14,10,222.2,7,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,0.2,0.555367273,251.5527605,276.2817674,5,7,9,1,1,0
JJHk2000,21360819,0.881753205,3,414,1,2014,6/27/15,840,10/14/17,6/27/15,0,2,2,2014 FIFA World Cup Group A,6/10/14,5/9/14,64,230.109375,21,2,0,0,0.000502765,2,0.001005025,0,0,2,0.001005025,3,0,3,0,fifa,3,0.047619048,0.861500857,348.3313982,329.9205391,6,13,18,2,0,3
JJMC89,24812038,0.971617328,214,915,0,2015,10/19/17,0,10/19/17,10/19/17,0,2,2,Ryan W. Ferguson,4/27/15,4/18/15,3601,-220.1069147,2762,2,301,7.60E-05,0.000529096,103,0.051758794,3,0.001507538,100,0.050251256,131,3,128,4.21E-06,blm,238,0.066722736,0.969422008,414.4721616,-219.7450262,274,306,684,1,55,315
Jlightsky,24352640,0.614053741,0,459,1,2015,6/8/16,498,10/19/17,6/8/16,1,4,3,Black Lives Matter,3/7/15,3/7/15,5,210.6,4,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.72578288,138.1241367,348.3217226,2,3,16,0,8,0
Jlrubin,22545397,0.761269132,0,1103,0,2014,9/22/17,20,10/12/17,9/22/17,1,1,1,Talk:West African Ebola virus epidemic,10/18/14,9/15/14,4,-36.75,3,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.726857452,-6.99930007,-6.99930007,1,1,1,0,0,0
