wpid,userid,register,death,first_edit_type3,before_time_span,before_ave_sizediff,before_article_sizediff,before_unique_articles,before_article_count,before_edit_count,before_talk_count,before_user_count,before_usertalk_count,after_time_span,after_ave_sizediff,after_article_sizediff,after_unique_articles,after_article_count,after_edit_count,after_talk_count,after_user_count,after_usertalk_count,event.x,first_edit_type3,label,first_edit,from_event,transitivity,betweenness,betweenness_norm,closeness,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event
Madoti mojeed,21721474,6/29/14,1,3,21,1168.29439,240.9879506,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,FIFA,3,Madoti mojeed,3,1,0,0,0,2.52E-07,0.00050226,3,0.001507538,3,0.001507538,0,0,3,3,0,0,FIFA
Mahhon,25099877,5/7/15,1,2,27,50.78044652,57.03598465,80,111,123,2,5,4,32,11.46659022,21.49973125,4,8,15,0,4,3,ebola,2,Mahhon,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
ManiiMACK,23377834,12/3/14,1,1,0,25.99740026,25.99740026,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,ManiiMACK,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Mariocarioca22,21556789,6/5/14,1,1,0,15.99920004,15.99920004,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Mariocarioca22,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,FIFA
Mariquilla1988,22491234,9/10/14,1,3,2,76.39847203,8.499575021,1,2,5,3,0,0,228,33.23051361,33.23051361,10,13,13,0,0,0,ebola,3,Mariquilla1988,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
MarkBM,21794115,7/9/14,1,3,1,469.3742666,-85.99938572,1,14,64,18,0,9,0,0,0,0,0,0,0,0,0,FIFA,3,MarkBM,3,1,0,60,1.52E-05,2.53E-07,0.000504029,8,0.004020101,5,0.002512563,3,0.001507538,16,8,8,0,FIFA
Masterfrac,26388641,9/29/15,1,2,1,-982.7002471,-1460.370793,4,5,7,0,1,1,0,0,0,0,0,0,0,0,0,BLM,2,Masterfrac,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,BLM
Matosizi,21622900,6/15/14,1,1,0,29.9970003,29.9970003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Matosizi,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Matthew898,21814693,7/12/14,1,2,24,-1.225802497,-3.833320556,19,30,31,0,1,0,779,-96.15594951,-16.38704391,18,31,32,0,0,1,FIFA,2,Matthew898,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.78E-06,FIFA
Mattoeftering,25896539,7/31/15,1,1,0,2245.887706,2245.887706,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Mattoeftering,1,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,BLM
Mattswag5603,24427364,3/14/15,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Mattswag5603,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Mejesik,23054210,11/3/14,1,2,0,15.99960001,15.99960001,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2,Mejesik,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Mexanoh,21772591,7/6/14,1,1,0,12.99870013,12.99870013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Mexanoh,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Michael hunter,22655301,9/25/14,1,2,0,22.88876173,22.88876173,9,18,18,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2,Michael hunter,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Mikestrike,21605546,6/12/14,1,1,0,45.99770011,45.99770011,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Mikestrike,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
MissKatie89,21641081,6/18/14,1,3,16,341.3735776,161.2834102,3,7,24,14,1,1,0,0,0,0,0,0,0,0,0,ebola,3,MissKatie89,3,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.12E-06,ebola
Mixo45,21336330,5/5/14,0,2,0,153.3307778,153.3307778,2,6,6,0,0,0,1218,220.9372238,235.6173006,19,68,80,3,1,0,FIFA,2,Mixo45,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Mj3322,22828071,10/12/14,1,1,18,-3.666544449,-3.666544449,3,3,3,0,0,0,101,0.499975001,0.499975001,2,2,2,0,0,0,ebola,1,Mj3322,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Mjay54,23323345,11/28/14,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Mjay54,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Mohammad961,21605647,6/12/14,1,1,0,42.33286297,42.33286297,1,9,9,0,0,0,1,40.16599723,0.199996,2,5,6,0,0,1,FIFA,1,Mohammad961,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Mov283br3,26889133,11/25/15,1,1,0,22.99923336,22.99923336,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Mov283br3,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Mpena12,23388826,12/4/14,1,2,0,653.4891085,653.4891085,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,BLM,2,Mpena12,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,BLM
MPS1992,26860051,11/21/15,0,2,24,-38.88615203,-15.35387777,167,438,448,5,0,3,666,342.7608747,-60.22963002,1219,3584,5997,363,42,1530,BLM,2,MPS1992,2,1,0,3,7.58E-07,2.53E-07,0.000503018,3,0.001507538,1,0.000502513,2,0.001005025,4,1,3,0,BLM
MrAtifAyub,23186517,11/15/14,1,1,0,2.999850007,2.999850007,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,MrAtifAyub,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
MrHassanSan,22935515,10/22/14,1,1,5,67.24831879,95.33015566,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,ebola,1,MrHassanSan,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
MrMohammed305,21901010,7/24/14,1,3,18,-628.7643941,-849.1740984,10,11,13,0,1,1,242,138.9328702,193.5779285,16,19,30,1,5,2,FIFA,3,MrMohammed305,3,1,NA,0,0,2.53E-07,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,FIFA
Mrs.Maddys,23400956,12/6/14,1,1,0,12.99870013,12.99870013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Mrs.Maddys,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola
Mtchief,21580764,6/8/14,1,1,11,258.9948201,130.328989,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Mtchief,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Mucky Poo,22325480,8/25/14,1,1,0,1817.818218,1817.818218,1,1,1,0,0,0,1,-2.333255558,-2.333255558,1,3,3,0,0,0,ebola,1,Mucky Poo,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Mulderttt,21637755,6/17/14,1,1,0,45.99540046,45.99540046,1,1,1,0,0,0,0,165.9834017,165.9834017,1,1,1,0,0,0,FIFA,1,Mulderttt,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Mundogamesvicioam,21191932,4/14/14,1,1,0,11.99880012,11.99880012,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Mundogamesvicioam,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Murilo12,22055388,8/4/14,1,1,0,-117.4941253,-117.4941253,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Murilo12,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
MusaSaleemPK,21607835,6/12/14,1,1,0,57.99420058,57.99420058,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,MusaSaleemPK,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
MyEditIsValid,23379465,12/4/14,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,MyEditIsValid,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Nammage,24947538,4/26/15,1,2,6,-1.833302778,-1.833302778,6,6,6,0,0,0,747,1.988949177,-0.005555552,140,180,181,1,0,0,BLM,2,Nammage,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Nauzemophonic,22709814,10/1/14,1,1,0,29.9970003,29.9970003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Nauzemophonic,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Necent,26783598,11/13/15,1,1,0,102.989701,102.989701,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Necent,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
NekoKatsun,23242057,11/20/14,0,3,27,97.6921574,31.48142318,45,54,65,0,2,8,1032,467.849769,453.7142422,461,1043,1285,61,5,141,BLM,3,NekoKatsun,3,1,0,504,0.000127334,3.37E-07,0.000671516,6,0.003015075,1,0.000502513,5,0.002512563,6,1,5,3.69E-05,BLM
Nelson Joel,23088697,11/6/14,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Nelson Joel,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
NetworkOP,23595433,12/26/14,1,3,26,268.2062269,204.1506316,60,126,349,7,23,83,550,169.4997175,140.8374572,11,37,60,5,4,13,ebola,3,NetworkOP,3,1,0,6549,0.001654578,3.47E-07,0.000690154,55,0.027638191,13,0.006532663,42,0.021105528,94,37,57,0.006729013,ebola
NextGenSam619,21733618,7/1/14,0,2,30,135.5977984,111.7528097,33,85,97,4,5,2,1147,199.1447445,126.9867063,699,2032,2563,36,146,226,FIFA,2,NextGenSam619,2,1,0,0,0,2.52E-07,0.00050226,3,0.001507538,3,0.001507538,0,0,3,3,0,3.04E-05,FIFA
Nikzilla,22439607,9/5/14,1,1,0,4.99950005,4.99950005,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Nikzilla,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola
Niw1984,23653569,1/1/15,1,1,0,-4.99950005,-4.99950005,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Niw1984,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Nqemgray,21414483,5/16/14,1,2,3,52.499625,52.499625,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2,Nqemgray,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.05E-05,FIFA
O.Stolz,26750562,11/9/15,1,2,18,589.4957893,589.4957893,7,14,14,0,0,0,0,0,0,0,0,0,0,0,0,BLM,2,O.Stolz,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Oakhilljoseph,23010121,10/29/14,1,1,1,0.333322223,0.333322223,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Oakhilljoseph,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Ogmios78,24962314,4/27/15,1,1,0,-393.980301,-393.980301,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Ogmios78,1,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,BLM
Ogramzes,21774013,7/7/14,1,2,6,39.33202227,32.49837508,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,FIFA,2,Ogramzes,2,1,NA,0,0,2.53E-07,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,FIFA
Oiyarbepsy,21840846,7/16/14,0,2,30,425.3232582,-44.40750959,238,319,699,39,32,195,1130,36.59031133,-77.77016133,5658,7514,18104,1731,2614,2585,FIFA,2,Oiyarbepsy,2,1,0,0,0,2.81E-07,0.000558933,152,0.07638191,0,0,152,0.07638191,195,0,195,3.90E-05,FIFA
Okymyo,22166916,8/11/14,1,3,1,228.914759,52.14211226,2,7,12,1,4,0,464,41.99916002,-1023.89761,1,1,5,3,1,0,ebola,3,Okymyo,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
OliviaEMcCheyne,26710930,11/4/15,1,2,0,432.4891878,432.4891878,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,BLM,2,OliviaEMcCheyne,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
OliwierEOB,21660035,6/20/14,1,1,8,149.4925254,-59.9940006,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,OliwierEOB,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Olympiads are best,21846768,7/16/14,1,2,1,80.57027757,73.99876669,4,6,7,0,0,1,0,0,0,0,0,0,0,0,0,FIFA,2,Olympiads are best,2,1,0,0,0,2.53E-07,0.000503271,2,0.001005025,1,0.000502513,1,0.000502513,4,3,1,0,FIFA
Omelly97,21969174,7/31/14,1,1,0,28.49857507,28.49857507,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Omelly97,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Omodeletobi,21915112,7/25/14,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Omodeletobi,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Omuhnate,21723336,6/29/14,1,1,0,0,0,1,1,1,0,0,0,0,-31.99680032,-31.99680032,1,1,1,0,0,0,FIFA,1,Omuhnate,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Ooebbbbyyy,21606496,6/12/14,1,1,0,-321.9678032,-321.9678032,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Ooebbbbyyy,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Ooopps,22117632,8/8/14,1,1,0,5.99940006,5.99940006,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Ooopps,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
OrganicEarth,25844825,7/24/15,1,2,30,130.0025328,124.6219479,1328,3772,3943,116,5,49,29,119.7244654,120.4767678,149,474,490,14,0,1,BLM,2,OrganicEarth,2,1,0,144,3.64E-05,2.53E-07,0.00050403,28,0.014070352,21,0.010552764,7,0.003517588,70,47,23,0.00318418,BLM
Oskar Kopaczewski,21378766,5/11/14,1,2,24,39.88877809,27.12112994,19,33,36,0,0,2,77,8.42100831,-4.294092388,13,17,19,2,0,0,FIFA,2,Oskar Kopaczewski,2,1,0,6,1.52E-06,2.53E-07,0.000502765,5,0.002512563,4,0.00201005,1,0.000502513,7,5,2,0,FIFA
P4TG30RG13V,21625824,6/15/14,1,1,2,-1.714261225,-1.714261225,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,P4TG30RG13V,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Pencilthebee,26832848,11/18/15,1,2,0,613.9693015,613.9693015,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,2,Pencilthebee,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
PewdsBro12,25838030,7/23/15,1,2,22,1.642845408,1.642845408,9,14,14,0,0,0,129,5.085095564,5.085095564,31,47,47,0,0,0,BLM,2,PewdsBro12,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Phoenix9630,21788124,7/8/14,0,1,29,29.66617223,29.66617223,6,6,6,0,0,0,1145,11.3645715,11.9673783,49,92,96,0,0,0,FIFA,1,Phoenix9630,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Pizzaguy232roundhouse,23272223,11/23/14,1,1,0,-0.999950002,-0.999950002,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Pizzaguy232roundhouse,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,ebola
Polugap,21704913,6/27/14,1,3,18,306.4316042,309.4713626,22,36,37,1,0,0,114,-492.4250541,-668.3575604,4,11,14,0,0,1,FIFA,3,Polugap,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Pookiebabie,23331249,11/29/14,1,2,0,-3.499825009,-3.499825009,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2,Pookiebabie,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Poseidon Nep,21727454,6/30/14,1,1,20,97.72141657,97.72141657,66,219,219,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Poseidon Nep,1,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,FIFA
Pprika,21787522,7/8/14,1,1,0,8.99910009,8.99910009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Pprika,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Princessbananahammock,22097365,8/7/14,1,1,0,33.99660034,33.99660034,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Princessbananahammock,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Prinsgezinde,24340726,3/6/15,0,3,30,60.39266649,-102.1066842,113,178,219,28,0,11,927,79.49741029,32.2375151,3351,6408,7919,1244,33,131,BLM,3,Prinsgezinde,3,1,0,33,8.34E-06,2.53E-07,0.000502513,10,0.005025126,9,0.004522613,1,0.000502513,21,20,1,3.99E-06,BLM
Prisoner326,22716753,10/1/14,1,1,24,0,0,4,5,5,0,0,0,26,-14.71407551,-14.71407551,7,7,7,0,0,0,ebola,1,Prisoner326,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
ProfessorLuka,24252134,2/26/15,1,2,4,7.799922001,7.799922001,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2,ProfessorLuka,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,1.84E-06,ebola
Proficuous,22988073,10/27/14,1,1,1,25.33305185,25.33305185,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Proficuous,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Profoundblkwmn,24797594,4/17/15,1,1,0,-7.99920008,-7.99920008,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Profoundblkwmn,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
PuffinSoc,22572488,9/17/14,1,3,26,232.6871036,277.3563794,219,317,374,0,1,2,89,264.6792911,298.6009763,378,584,658,4,2,6,ebola,3,PuffinSoc,3,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,ebola
Puppy9000,22747637,10/5/14,1,2,25,90.96060596,90.96060596,23,51,51,0,0,0,919,80.3931681,79.88496565,65,87,89,0,0,0,ebola,2,Puppy9000,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0.000195261,ebola
Pwfen,23673468,1/3/15,1,1,22,586.5490383,325.3224893,2,3,9,2,1,3,302,82.99924546,1.199976,3,5,11,1,5,0,ebola,1,Pwfen,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
QuartzReload,21639897,6/17/14,1,2,10,585.8430224,570.891337,221,249,510,0,16,221,889,188.1521888,-190.5807709,91,105,197,5,4,70,FIFA,2,QuartzReload,2,1,0,7367,0.001861242,2.62E-07,0.000521103,76,0.038190955,6,0.003015075,70,0.035175879,107,30,77,0.001362764,FIFA
Qzd,26906394,11/27/15,0,2,30,339.9561431,87.62336197,2214,2371,3649,19,29,1203,661,352.2470426,134.1555936,9653,10733,17426,46,27,6317,BLM,2,Qzd,2,1,0,1010,0.000255172,2.65E-07,0.000526592,103,0.051758794,11,0.005527638,92,0.046231156,110,12,98,0,BLM
Rachelwalexander,21664415,6/21/14,1,3,16,30.44410618,33.14238368,4,7,9,0,2,0,515,122.999508,87.34956325,13,20,25,3,2,0,ebola,3,Rachelwalexander,3,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,ebola
Rajeshavaghela,21603545,6/12/14,1,1,0,66.99330067,66.99330067,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Rajeshavaghela,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Randomlettersinaspace,25800230,7/18/15,1,1,0,3.99960004,3.99960004,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Randomlettersinaspace,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
RapdosS,21607695,6/12/14,1,1,0,96.99515024,96.99515024,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,RapdosS,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
RatRat,24512952,3/23/15,1,2,29,283.2315135,323.1505914,64,199,272,0,56,1,759,1367.381614,751.3527764,49,99,225,25,20,69,BLM,2,RatRat,2,1,0,7,1.77E-06,2.53E-07,0.000502513,7,0.003517588,6,0.003015075,1,0.000502513,8,7,1,0,BLM
RazorThunder,21902977,7/24/14,1,2,25,80.99973,72.86330517,15,22,30,0,8,0,958,22.74990521,46.599767,8,20,24,0,4,0,FIFA,2,RazorThunder,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
RealPyro,21981816,7/31/14,1,1,0,20.99790021,20.99790021,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,RealPyro,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Realtruth4all,26835139,11/19/15,1,1,0,-3051.738965,-4479.638009,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,BLM,1,Realtruth4all,1,1,0,0,0,2.53E-07,0.000502513,2,0.001005025,1,0.000502513,1,0.000502513,2,1,1,0,BLM
RegistryKey,22632709,9/23/14,0,2,30,1398.201568,1074.546892,94,115,421,15,28,181,1074,1155.26079,741.2544526,846,994,4160,63,480,2004,ebola,2,RegistryKey,2,1,0,3626,0.000916094,3.61E-07,0.000719269,100,0.050251256,6,0.003015075,94,0.047236181,124,8,116,6.25E-06,BLM
Reyalfre,20668798,1/29/14,1,1,0,12.99870013,12.99870013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Reyalfre,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Rich4527,22741668,10/4/14,1,1,0,92.99070093,92.99070093,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Rich4527,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Rick13ellms,21816963,7/12/14,1,2,20,37.46641689,37.46641689,7,15,15,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2,Rick13ellms,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,4,4,0,0,FIFA
Ricola.joe,22981203,10/27/14,1,1,0,32.99890004,32.99890004,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Ricola.joe,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,ebola
Rjlnjd,24380114,3/10/15,1,1,0,2.99970003,2.99970003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Rjlnjd,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Rjryan94,21897518,7/23/14,1,1,0,-178.9821018,-178.9821018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Rjryan94,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Rlincoln1986,23370248,12/3/14,1,1,0,4.499775011,4.499775011,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Rlincoln1986,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Rochoa2,22926347,10/22/14,1,1,0,108.9963668,108.9963668,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Rochoa2,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Rondo33,25866009,7/27/15,1,3,0,234.7441314,45.99540046,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,BLM,3,Rondo33,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Rpdodds,21609041,6/12/14,1,2,1,31.39937201,31.39937201,2,5,5,0,0,0,0,863.9136086,863.9136086,1,1,1,0,0,0,FIFA,2,Rpdodds,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Rusavuk,24848124,4/20/15,1,2,13,95.27961888,95.27961888,13,25,25,0,0,0,0,-0.99990001,-0.99990001,1,1,1,0,0,0,BLM,2,Rusavuk,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,BLM
