wpid,userid,register,death,first_edit_type3,before_time_span,before_ave_sizediff,before_article_sizediff,before_unique_articles,before_article_count,before_edit_count,before_talk_count,before_user_count,before_usertalk_count,after_time_span,after_ave_sizediff,after_article_sizediff,after_unique_articles,after_article_count,after_edit_count,after_talk_count,after_user_count,after_usertalk_count,event.x,first_edit_type3,label,first_edit,from_event,transitivity,betweenness,betweenness_norm,closeness,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event
Haaslk,21800872,7/10/14,1,1,0,0.99990001,0.99990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Haaslk,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Halahala9X9,24979737,4/28/15,1,1,0,1026.149564,1026.149564,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Halahala9X9,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Ham.star.01,22812081,10/11/14,1,1,0,0.99990001,0.99990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Ham.star.01,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
HamedV00,21339499,5/6/14,1,1,0,4474.552545,4474.552545,1,1,1,0,0,0,901,203.5252446,351.3819124,6,13,19,0,0,0,FIFA,1,HamedV00,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Handsomewealth,22568229,9/17/14,1,1,0,708.9291071,708.9291071,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Handsomewealth,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.12E-06,ebola
Harka1998,22388250,8/31/14,1,2,29,51.4997425,51.4997425,9,20,20,0,0,0,639,48.71325265,48.27461389,45,142,143,0,0,0,ebola,2,Harka1998,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Harrismark,21938133,7/27/14,1,2,11,-7.999885716,-7.999885716,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2,Harrismark,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Hawkmoonb,22162361,8/11/14,1,1,0,2.99970003,2.99970003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Hawkmoonb,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Hehoo99,23377850,12/3/14,1,2,0,-42150.69623,-42150.69623,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,BLM,2,Hehoo99,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Hejhej123hejhej,21794253,7/9/14,1,1,0,-469.9530047,-469.9530047,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Hejhej123hejhej,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Hemlata0005,22287630,8/22/14,1,1,0,36.99630037,36.99630037,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Hemlata0005,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Hernanx32a,21651749,6/19/14,1,1,0,15.33282224,15.33282224,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Hernanx32a,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Hmoshrif,21581893,6/9/14,1,1,0,-9.9990001,-9.9990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Hmoshrif,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
HMS88,21533729,6/1/14,1,2,29,52.90450998,43.73661191,10,19,21,2,0,0,665,16.15526947,18.29006237,50,131,161,0,0,0,FIFA,2,HMS88,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,FIFA
Hobbes7,23076611,11/5/14,1,2,12,297.6176304,330.0537219,11,18,21,2,0,0,52,129.7467563,-11.99960001,2,3,4,0,0,0,ebola,2,Hobbes7,2,1,0,0,0,2.52E-07,0.00050226,3,0.001507538,3,0.001507538,0,0,3,3,0,0.000195189,ebola
Homo mundi,21846525,7/16/14,1,1,1,176.759293,181.599092,2,20,25,2,1,2,0,0,0,0,0,0,0,0,0,FIFA,1,Homo mundi,1,1,0,2,5.05E-07,2.53E-07,0.000502513,3,0.001507538,2,0.001005025,1,0.000502513,5,4,1,2.49E-06,FIFA
Homomnius,21685326,6/24/14,1,1,0,21.49892505,21.49892505,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Homomnius,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Hrrael,22986945,10/27/14,1,1,0,787.9212079,787.9212079,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Hrrael,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Iamchukzzy,22781464,10/8/14,1,1,0,10.99890011,10.99890011,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Iamchukzzy,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,2.39E-07,ebola
Iazyges,23299921,11/26/14,0,3,19,482.895171,463.1907362,2,5,10,0,3,2,1009,184.9368435,116.7666306,2219,5862,17354,3469,2701,1122,BLM,3,Iazyges,3,1,NA,0,0,2.53E-07,0.000502512,1,0.000502513,0,0,1,0.000502513,2,0,2,0,BLM
Icarosaurvus,22245365,8/18/14,0,2,28,248.8473821,10.84607041,10,13,105,73,1,10,1027,148.9182154,-8.54537686,11,11,98,21,0,0,BLM,2,Icarosaurvus,2,1,0,8531,0.002155322,3.39E-07,0.000674739,7,0.003517588,3,0.001507538,4,0.00201005,14,5,9,0.000140966,BLM
Igor gdsgsdgifsscvu,23732876,1/9/15,1,1,0,-1524.923754,-1524.923754,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Igor gdsgsdgifsscvu,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Ija2002,22732690,10/3/14,1,1,5,-0.999950002,-0.999950002,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Ija2002,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
ILLWRECKYOU,21603481,6/12/14,1,1,0,40.99590041,40.99590041,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,ILLWRECKYOU,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Impendingtruth,26797572,11/14/15,1,1,1,90.66515558,90.66515558,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Impendingtruth,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Inemudom,21965466,7/30/14,1,1,0,158.9841016,158.9841016,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Inemudom,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Irishlad99,22216664,8/15/14,1,1,1,310.9922252,310.9922252,3,4,4,0,0,0,508,62.26625156,62.26625156,4,15,15,0,0,0,ebola,1,Irishlad99,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Iron Caterpillar,22778720,10/8/14,1,3,6,263.2789469,9.9990001,1,1,25,0,24,0,0,0,0,0,0,0,0,0,0,ebola,3,Iron Caterpillar,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
IRVONBRABBS420BLAZE,23580979,12/24/14,1,1,0,144.6618446,144.6618446,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,IRVONBRABBS420BLAZE,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
IRW0,22287343,8/21/14,1,2,29,89.19367058,-228.9221078,26,103,191,59,0,18,15,98.41573533,-37.98459591,32,195,279,28,0,18,ebola,2,IRW0,2,1,0,42,1.06E-05,2.53E-07,0.000503777,11,0.005527638,7,0.003517588,4,0.00201005,21,13,8,0,ebola
Ishac.ishac,21605711,6/12/14,1,1,0,18.24954376,18.24954376,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Ishac.ishac,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Itzzz Michael,21497331,5/27/14,1,1,0,24.99875006,24.99875006,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Itzzz Michael,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Iwalrusfriend,23257101,11/22/14,1,1,0,-2.99970003,-2.99970003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Iwalrusfriend,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
JafarFromAfar,23504924,12/16/14,1,2,0,26.99865007,26.99865007,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2,JafarFromAfar,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Jamesdean32,23581710,12/25/14,1,1,0,-3.99960004,-3.99960004,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Jamesdean32,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Jaxst99,23060270,11/3/14,1,1,0,25.99740026,25.99740026,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Jaxst99,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Jc21539,22936038,10/22/14,1,1,0,1277.872213,1277.872213,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Jc21539,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Jetsmoothin,22407763,9/2/14,1,2,29,28.99958572,28.99958572,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2,Jetsmoothin,2,1,0,0,0,2.52E-07,0.00050226,3,0.001507538,3,0.001507538,0,0,4,4,0,0,ebola
Jhanae Kelly,22057832,8/4/14,1,1,0,-5.99940006,-5.99940006,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Jhanae Kelly,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Jimbob761,26440004,10/5/15,1,2,8,-1324.622513,-1324.622513,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,BLM,2,Jimbob761,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,BLM
Jimmywagtail01,22487294,9/9/14,1,2,27,448.882677,448.882677,22,43,43,0,0,0,316,424.3201626,433.7566818,106,218,231,0,9,1,ebola,2,Jimmywagtail01,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Jimothyjones123,22798829,10/9/14,1,1,0,30.99690031,30.99690031,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Jimothyjones123,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Jjayy138,22411359,9/2/14,1,3,14,251.5527605,276.2817674,5,7,9,1,1,0,0,173.6637723,95.99680011,2,3,6,2,0,0,ebola,3,Jjayy138,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
JJHk2000,21360819,5/9/14,1,2,30,348.3313982,329.9205391,6,13,18,2,0,3,382,221.1998077,218.5270741,31,110,115,0,0,1,FIFA,2,JJHk2000,2,1,0,0,0,2.53E-07,0.000502765,2,0.001005025,0,0,2,0.001005025,3,0,3,0,FIFA
JJMC89,24812038,4/18/15,0,2,30,414.4721616,-219.7450262,274,306,684,1,55,315,882,181.2911541,-255.1302555,29920,38217,72872,3868,2926,13600,BLM,2,JJMC89,2,1,0,301,7.60E-05,2.66E-07,0.000529096,103,0.051758794,3,0.001507538,100,0.050251256,131,3,128,4.21E-06,BLM
Jlightsky,24352640,3/7/15,1,3,9,138.1241367,348.3217226,2,3,16,0,8,0,427,36.66625926,21.33297778,6,6,9,0,1,0,BLM,3,Jlightsky,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Jlrubin,22545397,9/15/14,0,1,0,-6.99930007,-6.99930007,1,1,1,0,0,0,1070,75.57677774,-18.90619092,25,32,52,20,0,0,ebola,1,Jlrubin,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Jmvilla1509,21723444,6/29/14,1,1,0,-0.99990001,-0.99990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Jmvilla1509,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
John Milton Nagel,22854370,10/15/14,1,1,0,147.4926254,147.4926254,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,John Milton Nagel,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Johnmirenda,21631128,6/16/14,1,2,17,62.24844379,62.24844379,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2,Johnmirenda,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Jon Stakes,21746499,7/2/14,1,3,20,362.9967,-452.9547045,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,FIFA,3,Jon Stakes,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Josephdavoudzadeh,21633531,6/17/14,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Josephdavoudzadeh,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Josephp18810,25627763,6/28/15,1,2,7,-28.66571114,-28.66571114,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,BLM,2,Josephp18810,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,7.48E-08,BLM
Joshephpeterson,26331924,9/23/15,1,1,0,35.99640036,35.99640036,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Joshephpeterson,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Jrdrew102,25612250,6/26/15,1,1,0,-5070.492951,-5070.492951,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Jrdrew102,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Jsoik,23255479,11/22/14,1,1,0,198.980102,198.980102,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Jsoik,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
JT2958,22138907,8/9/14,1,3,20,357.7928441,0,0,0,5,5,0,0,1088,312.9480061,255.5489358,32,71,116,35,3,7,BLM,3,JT2958,3,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
JupiterSaturnw,21580502,6/8/14,1,1,0,-65.99340066,-65.99340066,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,JupiterSaturnw,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
Justice2001,25832095,7/23/15,1,1,0,137.998275,137.998275,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Justice2001,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
JusticeForFreddieGray,25086134,5/6/15,1,1,0,119.9970001,104.3298557,1,3,4,0,0,1,0,0,0,0,0,0,0,0,0,BLM,1,JusticeForFreddieGray,1,1,0,5,1.26E-06,2.53E-07,0.000503523,3,0.001507538,2,0.001005025,1,0.000502513,6,5,1,0,BLM
Justincase1992,23365561,12/2/14,1,2,13,-2278.981943,-2403.20848,7,66,68,1,0,1,0,0,0,0,0,0,0,0,0,BLM,2,Justincase1992,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,BLM
JustSmart14,22203617,8/14/14,1,1,0,49.9950005,49.9950005,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,JustSmart14,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Kachiokeke12,24242762,2/25/15,1,1,0,18.99810019,18.99810019,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Kachiokeke12,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Kaizena,26481923,10/10/15,1,1,0,4.749940626,4.749940626,7,8,8,0,0,0,61,125.5379787,128.1594874,11,25,26,0,1,0,BLM,1,Kaizena,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Kakers100,22855597,10/15/14,1,1,0,27.99720028,27.99720028,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Kakers100,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Kanye East1234,24300299,3/3/15,1,1,0,-4775.522448,-4775.522448,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Kanye East1234,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,5.01E-08,ebola
Kapibara100,24303793,3/3/15,1,3,17,258.2368655,257.8987105,6,20,21,0,1,0,770,885.6453223,885.6453223,38,51,51,0,0,0,ebola,3,Kapibara100,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Karamonas,21613377,6/13/14,1,1,0,80.99190081,80.99190081,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1,Karamonas,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
KH-1,21857263,7/18/14,0,2,30,201.8523115,96.98434469,213,320,359,1,2,19,1158,281.6868881,69.8808767,17592,24630,29769,103,85,3301,BLM,2,KH-1,2,1,0,78,1.97E-05,2.56E-07,0.000508897,21,0.010552764,3,0.001507538,18,0.009045226,51,14,37,0,BLM
KH-1,21857263,7/18/14,0,2,30,201.8523115,96.98434469,213,320,359,1,2,19,1154,303.606944,92.35961901,17485,24487,29604,103,85,3293,FIFA,2,KH-1,2,1,0,78,1.97E-05,2.56E-07,0.000508897,21,0.010552764,3,0.001507538,18,0.009045226,51,14,37,0,BLM
Kieran P. Clark,22986857,10/27/14,1,2,27,920.1362847,1364.107949,6,8,14,4,0,2,294,321.7301505,404.3653188,17,30,52,7,2,7,ebola,2,Kieran P. Clark,2,1,0,98,2.48E-05,2.53E-07,0.000502513,3,0.001507538,2,0.001005025,1,0.000502513,4,3,1,2.10E-07,ebola
Kiwidwj,25596182,6/25/15,1,1,0,269.3243559,269.3243559,1,3,3,0,0,0,0,-2.499875006,-2.499875006,1,2,2,0,0,0,BLM,1,Kiwidwj,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Kiwifist,24791530,4/16/15,0,2,30,3.281239746,3.281239746,20,32,32,0,0,0,875,119.7877498,96.9927884,762,1388,1503,61,4,38,BLM,2,Kiwifist,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,BLM
Kowl00n,23237249,11/20/14,1,2,28,498.5643062,374.8270862,5,6,7,1,0,0,320,311.5605527,311.5605527,12,16,16,0,0,0,ebola,2,Kowl00n,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola
Kravinec,23170157,11/13/14,1,1,0,66.66444452,66.66444452,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Kravinec,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Krimsonquinn,26932106,11/30/15,1,1,3,120.4281413,623.6458785,3,3,28,0,18,0,0,0,0,0,0,0,0,0,0,BLM,1,Krimsonquinn,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Krisdan55,22021075,8/2/14,1,1,0,255.6581447,129.4935253,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Krisdan55,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Kwaks321,22942673,10/23/14,1,1,0,-106.9893011,-106.9893011,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Kwaks321,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Kwbeie12,23096918,11/7/14,1,1,0,28.99710029,28.99710029,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Kwbeie12,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Kwoff,22283456,8/21/14,1,1,0,-0.499975001,-0.499975001,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Kwoff,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Kykydani,25640137,6/29/15,1,1,26,30.99938001,30.99938001,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Kykydani,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Kyle Lynch15,25074101,5/5/15,1,1,0,1698.415079,1698.415079,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Kyle Lynch15,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Landingdude13,20659301,1/28/14,0,2,30,9.265285539,9.074467625,1145,1974,2028,0,1,0,1324,57.25634273,55.35993884,9316,22326,25146,35,497,37,FIFA,2,Landingdude13,2,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,FIFA
Lashantae3,22623851,9/22/14,1,1,0,-449.9550045,-449.9550045,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Lashantae3,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Laurel Wreath of Victors,25771936,7/15/15,0,2,30,368.069274,385.8867876,79,177,216,3,14,14,795,82.64798019,51.62344116,409,725,821,24,19,22,BLM,2,Laurel Wreath of Victors,2,1,0,0,0,2.53E-07,0.000503018,3,0.001507538,0,0,3,0.001507538,3,0,3,0,BLM
Legochima,23626977,12/29/14,1,1,0,-0.99990001,-0.99990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Legochima,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Leo Bonilla,21626799,6/16/14,1,3,6,38.66634445,12.18170744,3,11,12,0,0,1,994,104.3531501,92.1609145,330,1827,2203,108,37,135,FIFA,3,Leo Bonilla,3,1,NA,0,0,2.53E-07,0.000503524,1,0.000502513,0,0,1,0.000502513,1,0,1,0,BLM
LiciaLace,22119550,8/8/14,1,1,0,-6.999650017,-6.999650017,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,LiciaLace,1,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
Lifebiomedguru,22147463,8/10/14,1,3,0,233.9922003,310.9844508,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,ebola,3,Lifebiomedguru,3,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Lilhpster,23384693,12/4/14,1,1,0,1.99980002,1.99980002,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,BLM,1,Lilhpster,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Lilnelson1234,23083653,11/5/14,1,1,0,37.99620038,37.99620038,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Lilnelson1234,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
Liverpool8765,21800893,7/10/14,1,2,18,38.5767747,38.11984752,12,25,26,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2,Liverpool8765,2,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,FIFA
LLBeanBrother,21634751,6/17/14,1,2,23,48.39983867,49.89637967,6,29,30,0,1,0,0,21.49892505,21.49892505,1,2,2,0,0,0,ebola,2,LLBeanBrother,2,1,0,0,0,2.52E-07,0.00050226,4,0.00201005,4,0.00201005,0,0,8,8,0,0.000197249,ebola
Loudaboss,22778809,10/8/14,1,1,1,37.74905627,37.74905627,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,Loudaboss,1,1,0,0,0,2.52E-07,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,ebola
Lowkey40,24991961,4/29/15,1,1,0,20.7139898,-10.66648889,1,6,7,0,0,1,0,0,0,0,0,0,0,0,0,BLM,1,Lowkey40,1,1,0,0,0,3.39E-07,0.000674172,2,0.001005025,1,0.000502513,1,0.000502513,2,1,1,0,BLM
Lucazinzula,22121750,8/8/14,1,2,27,167.1966561,93.24766881,2,4,5,1,0,0,0,85.99140086,85.99140086,1,1,1,0,0,0,ebola,2,Lucazinzula,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
LuckyLeftyy,25763355,7/13/15,1,2,13,-4142.208445,-5200.637774,8,18,22,4,0,0,0,0,0,0,0,0,0,0,0,BLM,2,LuckyLeftyy,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,BLM
Luyg97,21413246,5/16/14,1,2,10,33.42833265,33.42833265,13,14,14,0,0,0,120,90.74943282,90.74943282,4,16,16,0,0,0,FIFA,2,Luyg97,2,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,FIFA
M.dajohnna,22747837,10/5/14,1,1,0,-14.99850015,-14.99850015,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1,M.dajohnna,1,1,NA,0,0,2.52E-07,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola
MaddiKadafy,21891220,7/23/14,1,3,30,61.74672194,55.42686652,476,506,612,0,10,0,273,71.34571165,55.01297272,372,385,538,1,10,2,BLM,3,MaddiKadafy,3,1,NA,0,0,2.52E-07,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,BLM
