wpid,userid,register,event_newcomers,is_in_event,time,death,user_type,before_time_span,before_ave_sizediff,before_article_sizediff,before_unique_articles,before_article_count,before_edit_count,before_talk_count,before_user_count,before_usertalk_count,after_time_span,after_ave_sizediff,after_article_sizediff,after_unique_articles,after_article_count,after_edit_count,after_talk_count,after_user_count,after_usertalk_count,event,first_edit_type3
Princessbananahammock,22097365,8/7/14,1,1,0,1,1,0,33.99660034,33.99660034,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Prisoner326,22716753,10/1/14,1,1,62,1,1,24,0,0,4,5,5,0,0,0,26,-14.71407551,-14.71407551,7,7,7,0,0,0,ebola,1
ProfessorLuka,24252134,2/26/15,0,1,4,1,0,4,7.799922001,7.799922001,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2
Proficuous,22988073,10/27/14,1,1,1,1,1,1,25.33305185,25.33305185,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
PuffinSoc,22572488,9/17/14,0,1,120,1,0,26,232.6871036,277.3563794,219,317,374,0,1,2,89,264.6792911,298.6009763,378,584,658,4,2,6,ebola,3
Puppy9000,22747637,10/5/14,0,1,958,1,0,25,90.96060596,90.96060596,23,51,51,0,0,0,919,80.3931681,79.88496565,65,87,89,0,0,0,ebola,2
Pwfen,23673468,1/3/15,1,1,931,1,1,22,586.5490383,325.3224893,2,3,9,2,1,3,302,82.99924546,1.199976,3,5,11,1,5,0,ebola,1
RealPyro,21981816,7/31/14,1,1,0,1,1,0,20.99790021,20.99790021,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
RegistryKey,22632709,9/23/14,0,1,1105,0,0,30,1398.201568,1074.546892,94,115,421,15,28,181,1074,1155.26079,741.2544526,846,994,4160,63,480,2004,ebola,2
Rich4527,22741668,10/4/14,1,1,0,1,1,0,92.99070093,92.99070093,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Ricola.joe,22981203,10/27/14,1,1,0,1,1,0,32.99890004,32.99890004,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Rochoa2,22926347,10/22/14,1,1,0,1,1,0,108.9963668,108.9963668,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Sam3026885,23721311,1/8/15,1,1,0,1,1,0,824.7293818,824.7293818,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Sarahkooper,23520820,12/18/14,1,1,0,1,1,0,526.9736513,526.9736513,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Saricmu,22035931,8/3/14,0,1,28,1,0,27,-1.499962501,-1.499962501,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2
Satkara,23049166,11/2/14,1,1,1031,1,1,22,56.00926775,-62.29233811,49,301,431,34,2,40,998,118.799736,12.94733435,16,38,45,2,0,4,ebola,1
Scoottz,22788329,10/8/14,1,1,19,1,1,5,184.4953876,293.9853007,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Scorcher592,22209020,8/15/14,1,1,62,1,1,21,-24.99950001,-24.99950001,3,5,5,0,0,0,0,-5.99940006,-5.99940006,1,1,1,0,0,0,ebola,1
Scotch93,22249977,8/18/14,1,1,0,1,1,0,28.99710029,28.99710029,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Sedlarczuk,23003822,10/29/14,1,1,1,1,1,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Shadowvault,23005758,10/29/14,1,1,86,1,1,12,181.8207792,7.99920008,1,1,28,0,15,1,3,249.9937502,0,0,0,4,0,2,0,ebola,3
Shastaman19,22953194,10/24/14,1,1,0,1,1,0,1.99980002,1.99980002,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Shriram10,22233382,8/17/14,1,1,3,1,1,0,17.99820018,17.99820018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Sirgrossgergeofficial,22064290,8/5/14,1,1,202,1,1,0,144.4927754,144.4927754,1,2,2,0,0,0,0,111.9888011,111.9888011,1,1,1,0,0,0,ebola,1
Sizzlingsteve669,22143495,8/10/14,1,1,0,1,1,0,-3324.667533,-3324.667533,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Starstr,22661304,9/26/14,1,1,129,1,1,29,461.5292195,511.188451,45,472,546,35,0,17,97,302.7517928,311.9562254,30,252,262,0,0,5,ebola,1
Swukus,21746033,7/2/14,1,1,0,1,1,0,220.4944876,220.4944876,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Tbnaff,22853047,10/15/14,1,1,0,1,1,0,194.9902505,194.9902505,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Thankcleat,22223958,8/16/14,0,1,14,1,0,14,-447.4511318,-546.7618165,13,80,93,12,1,0,0,0,0,0,0,0,0,0,0,ebola,2
Theleo1234,23847471,1/20/15,0,1,0,1,0,0,-33.99830008,-33.99830008,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2
Tjl2051,21937009,7/27/14,0,1,845,1,0,29,87.61978031,85.23469928,114,311,313,0,0,2,812,48.39994905,48.39994905,66,95,95,0,0,0,ebola,2
Toks3257,22354476,8/28/14,0,1,705,1,0,24,27.87988848,27.87988848,15,25,25,0,0,0,660,335.1570127,501.8693488,18,31,38,0,1,6,ebola,2
Tritzim,23051773,11/3/14,1,1,748,1,1,9,60.66464451,60.66464451,2,3,3,0,0,0,256,52.87477969,18.31238555,4,16,24,1,2,5,ebola,1
Ulubeyli,22139134,8/9/14,1,1,161,1,1,1,131.9973601,131.9973601,5,5,5,0,0,0,83,273.8287695,296.9940601,4,5,6,0,0,1,ebola,1
VeNeMousKAT,22008334,8/2/14,0,1,986,1,0,30,768.9998856,937.7104561,176,211,672,0,148,279,955,1112.912912,1293.408292,65,105,185,1,6,68,ebola,2
W12345I,23151077,11/12/14,1,1,0,1,1,0,74.99906251,74.99906251,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Wa71la,22109672,8/7/14,1,1,0,1,1,0,48.99755012,48.99755012,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Walifa Waqar,23483832,12/14/14,0,1,459,1,0,0,8.454468596,8.454468596,7,11,11,0,0,0,421,238.1952361,238.1952361,2,5,5,0,0,0,ebola,2
Wikimaster2525,22708031,9/30/14,1,1,0,1,1,0,129.4935253,129.4935253,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Wikipedianeedseditting,22675187,9/27/14,1,1,28,1,1,0,826.3057898,826.3057898,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Wikipedianorthernireland,22857347,10/15/14,0,1,828,1,0,28,0.249997917,0.249997917,9,12,12,0,0,0,623,-4.199979,-4.199979,14,20,20,0,0,0,ebola,2
Wikiwang8,23577638,12/24/14,0,1,31,1,0,14,56.24859379,56.24859379,2,4,4,0,0,0,0,0.499975001,0.499975001,1,2,2,0,0,0,ebola,2
WilleHelm,22634215,9/23/14,0,1,14,1,0,14,61.66461118,61.66461118,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,ebola,2
WolverhmptonLad01,25232934,5/19/15,0,1,391,1,0,29,60.78528011,60.78528011,4,14,14,0,0,0,359,15.44825811,14.15114634,12,86,87,0,1,0,ebola,2
Wrsa,21960546,7/30/14,0,1,10,1,0,10,2.00465023,11.62726216,89,110,215,10,1,1,0,0,0,0,0,0,0,0,0,ebola,3
Wwhitbyiv,25245419,5/20/15,1,1,309,1,1,2,75.33283111,75.33283111,2,15,15,0,0,0,268,201.297987,201.297987,8,10,10,0,0,0,ebola,1
Wyqy,22685997,9/28/14,1,1,0,1,1,0,203.4898255,147.9852015,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,ebola,1
XavierItzm,22888068,10/18/14,1,1,1090,0,1,19,392.60893,432.1222992,4,16,18,0,0,2,1041,459.6050016,434.2729374,315,1524,2590,850,12,94,ebola,1
Xqxf,22765172,10/6/14,1,1,17,1,1,17,105.8937735,23.13882361,63,461,612,91,5,26,0,0,0,0,0,0,0,0,0,ebola,1
Xxxebloadubnusxxx,23436940,12/9/14,1,1,0,1,1,0,23.99760024,23.99760024,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ebola,1
Yellow Dingo,23215288,11/18/14,0,1,728,1,0,20,386.897899,504.196308,80,122,304,49,51,36,179,388.800668,218.1803209,2001,3111,8624,785,1343,672,ebola,3
Yogo770,23068686,11/4/14,1,1,263,1,1,11,51.44809845,41.11983552,8,25,29,3,0,1,225,5.749928126,58.33236113,5,6,8,0,0,0,ebola,1
2014:f.ace,22329100,8/25/14,0,1,232,1,0,0,23.85680205,23.85680205,2,7,7,0,0,0,184,142.7432237,159.852471,16,34,39,3,0,0,ebola,2
Aparuthi,22646930,9/25/14,1,1,71,1,1,4,-774.1537641,0,0,0,6,0,3,3,25,-255.7715647,-461.0867174,1,11,22,10,0,1,ebola,3
Becker-Sievert,21713123,6/28/14,0,1,1042,1,0,16,41.21399133,38.66634445,3,12,14,2,0,0,983,2685.441633,81.14227756,5,14,56,27,1,14,ebola,3
Benfxmth,22898432,10/19/14,0,1,1071,0,0,30,225.7235945,225.3130965,13,67,105,14,3,17,1037,157.3143418,46.36467861,64,170,229,5,12,38,ebola,2
Cbowman7289,22645352,9/24/14,1,1,483,1,1,1,151.6656556,0,0,0,15,0,15,0,436,330.9974539,2334.766523,1,1,13,6,6,0,ebola,3
Crogand3,22632556,9/23/14,1,1,71,1,1,2,129.7974041,0,0,0,5,0,5,0,22,419.3263446,0.499975001,1,2,6,4,0,0,ebola,3
Dunkleosteus77,24697189,4/9/15,0,1,918,0,0,30,435.1341158,589.6180956,39,262,626,97,200,21,887,465.7615615,525.4480591,259,2629,4991,1076,469,222,ebola,2
Flyer500,21853441,7/17/14,0,1,1161,0,0,27,62.40112651,65.22993477,12,100,172,5,55,12,1122,63.06309151,73.59250174,26,81,95,3,10,0,ebola,3
FriarTuck1981,22590519,9/19/14,0,1,1119,0,0,30,379.8908652,379.8908652,15,37,37,0,0,0,1088,490.1210631,625.362272,880,1645,2362,570,64,21,ebola,2
Harka1998,22388250,8/31/14,0,1,671,1,0,29,51.4997425,51.4997425,9,20,20,0,0,0,639,48.71325265,48.27461389,45,142,143,0,0,0,ebola,2
IRW0,22287343,8/21/14,0,1,46,1,0,29,89.19367058,-228.9221078,26,103,191,59,0,18,15,98.41573533,-37.98459591,32,195,279,28,0,18,ebola,2
Jimmywagtail01,22487294,9/9/14,0,1,350,1,0,27,448.882677,448.882677,22,43,43,0,0,0,316,424.3201626,433.7566818,106,218,231,0,9,1,ebola,2
Joseph2302,23498277,12/15/14,0,1,1033,0,0,30,369.7512605,488.6796742,70,150,169,7,3,8,1002,603.4455373,218.3090802,4653,10570,34107,2386,554,11679,ebola,2
Poiuytrewqvtaatv123321,21847831,7/16/14,0,1,378,1,0,28,513.2703942,513.2703942,18,22,22,0,0,0,344,415.8828531,422.1613157,533,880,1093,0,0,12,ebola,2
Rachelwalexander,21664415,6/21/14,0,1,546,1,0,16,30.44410618,33.14238368,4,7,9,0,2,0,515,122.999508,87.34956325,13,20,25,3,2,0,ebola,3
Ronit.Dey.357,21710434,6/28/14,0,1,53,1,0,0,73.99260074,73.99260074,1,1,1,0,0,0,0,36.99630037,36.99630037,1,1,1,0,0,0,ebola,2
SamuelOdinga,22376301,8/30/14,0,1,51,1,0,25,32.85289286,32.85289286,48,68,68,0,0,0,20,58.72673885,58.72673885,10,11,11,0,0,0,ebola,2
Snd0,21602800,6/12/14,0,1,614,1,0,24,245.4161554,224.5991016,5,25,48,12,1,1,568,305.7201014,120.3991973,9,15,93,63,4,8,ebola,2
Swaggyswig,22957991,10/25/14,0,1,45,1,0,0,0,0,0,0,0,0,0,0,2,9.499525024,9.499525024,2,2,2,0,0,0,ebola,2
VeniVidiVici476,22423485,9/3/14,1,1,357,1,1,0,0,0,0,0,0,0,0,0,316,949.648045,5.238070295,10,21,23,0,2,0,ebola,1
WMKT fr,22920072,10/21/14,0,1,321,1,0,0,0,0,0,0,0,0,0,0,265,60.5998788,55.28560146,28,49,50,0,0,0,ebola,2
Wikimarcel2002,23824712,1/18/15,1,1,110,1,1,0,0,0,0,0,0,0,0,0,63,29.39941201,29.39941201,2,5,5,0,0,0,ebola,1
Wikitesh Thapa,21711139,6/28/14,0,1,49,1,0,0,0,0,0,0,0,0,0,0,18,29.79940401,29.79940401,4,5,5,0,0,0,ebola,2
42Q7,21979093,7/31/14,1,1,1163,0,1,28,41.88210658,41.88210658,14,17,17,0,0,0,1130,21.07997189,21.07997189,59,75,75,0,0,0,FIFA,1
A5176868,21647163,6/18/14,1,1,183,1,1,0,21.99890005,21.99890005,1,2,2,0,0,0,3,-28.99855007,-28.99855007,2,2,2,0,0,0,FIFA,1
AashishAashish,21785673,7/8/14,1,1,134,1,1,0,52.99470053,52.99470053,1,1,1,0,0,0,13,46.49767512,40.99590041,1,1,2,0,0,1,FIFA,1
Abhinav0908,21299956,4/30/14,0,1,1084,1,0,30,-119.7272455,-302.2525985,50,277,440,35,26,33,1053,294.279962,51.30123863,124,561,775,19,20,126,FIFA,3
Abpokhrel,21558487,6/5/14,1,1,55,1,1,1,25.74935627,25.74935627,1,4,4,0,0,0,14,-15.33282224,-15.33282224,3,3,3,0,0,0,FIFA,1
Acaddoc,21673285,6/23/14,0,1,22,1,0,0,6.999650017,6.999650017,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Adrian-re14,21646720,6/18/14,1,1,0,1,1,0,5.99940006,5.99940006,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Adrien Glauser,21692166,6/25/14,1,1,238,1,1,0,2.333255558,2.333255558,1,3,3,0,0,0,0,47.99520048,0,0,0,1,1,0,0,FIFA,1
Agent0047,20601081,1/20/14,0,1,592,1,0,30,-91.52887336,-91.52887336,14,17,17,0,0,0,558,11.87668028,16.96287773,659,889,892,0,0,3,FIFA,2
Alex 75596,21556280,6/5/14,0,1,33,1,0,26,0.333332222,0.333332222,13,30,30,0,0,0,0,0.99990001,0.99990001,1,1,1,0,0,0,FIFA,2
Alikaraji78,21553092,6/4/14,0,1,47,1,0,28,18.88224187,18.88224187,4,17,17,0,0,0,15,25.33248892,25.33248892,1,3,3,0,0,0,FIFA,2
Alpha Monarch,21632347,6/16/14,0,1,809,1,0,30,344.3858786,139.3046612,132,233,399,26,37,61,778,773.248785,285.7509753,580,996,2327,60,304,813,FIFA,3
Anuragpai123,21458734,5/22/14,0,1,9,1,0,8,-6.399872003,-6.399872003,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Ariq maul,21797377,7/10/14,1,1,0,1,1,0,-34.99825009,-34.99825009,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Arjunsanyal,21538496,6/2/14,0,1,1222,0,0,19,96.38387397,96.38387397,6,13,13,0,0,0,1132,81.79468963,82.34596669,255,1688,1734,1,0,5,FIFA,2
Arsalan a.gh,21550334,6/4/14,1,1,98,1,1,0,3.99960004,3.99960004,1,1,1,0,0,0,52,33.39933201,33.39933201,4,5,5,0,0,0,FIFA,1
Arslan963,21421968,5/17/14,0,1,0,1,0,0,159.9946668,159.9946668,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Ashish kumar sharma99,21786302,7/8/14,1,1,0,1,1,0,298.9850507,11.99880012,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,FIFA,1
Ashu-97,21624226,6/15/14,1,1,64,1,1,0,86.9971001,86.9971001,1,3,3,0,0,0,0,70.99290071,70.99290071,1,1,1,0,0,0,FIFA,1
Asniaaprilia,21348121,5/7/14,1,1,0,1,1,0,221.4889256,221.4889256,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Aurelienreys,21306816,5/1/14,0,1,0,1,0,0,119.6656695,119.6656695,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Bal Mungram,21767315,7/6/14,1,1,1156,1,1,0,184.9907505,184.9907505,1,2,2,0,0,0,1051,135.4718459,135.4718459,21,36,36,0,0,0,FIFA,1
Barnaby.rostant,21714764,6/28/14,1,1,0,1,1,0,-107.9892011,-107.9892011,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Basefut,21738163,7/1/14,0,1,0,1,0,0,21.49964167,21.49964167,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Bbetev2,21783006,7/8/14,0,1,10,1,0,10,18.799812,18.799812,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Benjaminherberger,21635583,6/17/14,1,1,193,1,1,1,670.6443119,670.6443119,2,3,3,0,0,0,0,0,0,1,1,1,0,0,0,FIFA,1
BigFaCL,21314864,5/2/14,1,1,0,1,1,0,43.99560044,43.99560044,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Bmf 051,21404818,5/15/14,0,1,1248,0,0,30,112.8675641,60.23397847,30,94,136,0,41,0,1217,61.99661325,29.53858284,2485,10756,18899,131,5714,150,FIFA,3
Cabj94,21373646,5/10/14,0,1,1251,0,0,30,485.6051722,496.9316254,59,1083,1112,0,0,0,1220,364.4246943,372.6442678,470,5746,6089,0,191,6,FIFA,2
Caealn,21564287,6/6/14,0,1,1073,1,0,25,12.9121173,23.98135901,214,322,330,0,0,7,1042,47.38862559,47.83174222,252,422,440,0,14,1,FIFA,2
Chief hiccup horrendous haddock,21480626,5/25/14,0,1,52,1,0,28,-76.66630159,-105.4204978,6,19,21,0,0,2,12,56.71347552,56.71347552,4,7,7,0,0,0,FIFA,2
Chris2787,21381203,5/12/14,1,1,0,1,1,0,-7.99920008,-7.99920008,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Cjsmith.us,21746182,7/2/14,0,1,1033,1,0,16,32.64686678,12.36352397,8,11,17,0,2,1,985,144.8413429,5.699943001,7,10,19,0,4,2,FIFA,2
ClassicOnAStick,21693145,6/26/14,0,1,1207,0,0,30,-5.369120105,5.407244192,329,911,978,5,0,23,1176,5.905920202,6.650569264,13086,44003,47853,330,32,98,FIFA,2
Clinton30,21179961,4/13/14,0,1,19,1,0,19,103.4948253,103.4948253,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Coolguy922,21562873,6/5/14,0,1,475,1,0,26,12.29409957,12.29409957,43,68,68,0,0,0,444,-7.299995706,7.035498796,117,169,170,0,0,1,FIFA,2
Cttuckerrrr,21729600,6/30/14,1,1,11,1,1,7,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
CynthiaAch,21599510,6/11/14,1,1,0,1,1,0,2.99970003,2.99970003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
DestinationAlan,21614443,6/13/14,0,1,958,1,0,1,222.8864124,222.8864124,5,9,9,0,0,0,927,228.7534963,203.2742703,215,576,637,3,2,43,FIFA,2
Ek93,21605873,6/12/14,1,1,0,1,1,0,-9.999500025,-9.999500025,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
EvanWikiby,21860056,7/18/14,0,1,0,1,0,0,215.9969143,217.7445564,3,4,7,0,3,0,0,0,0,0,0,0,0,0,0,FIFA,2
Extraperson,21601323,6/11/14,1,1,153,1,1,0,126.9957668,126.9957668,2,3,3,0,0,0,5,648.4675766,648.4675766,2,2,2,0,0,0,FIFA,1
FCHulbenheim,21657406,6/20/14,0,1,5,1,0,5,222.5281028,222.5281028,5,17,17,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Fakih99,21795415,7/9/14,0,1,43,1,0,2,43.74945313,43.74945313,6,8,8,0,0,0,0,14.99850015,0,0,0,1,0,1,0,FIFA,2
Feelerino,21883597,7/22/14,1,1,156,1,1,0,-25.99740026,-25.99740026,1,1,1,0,0,0,0,-0.99990001,-0.99990001,1,1,1,0,0,0,FIFA,1
Fgghhhjjjj,21792088,7/9/14,1,1,0,1,1,0,30.66564448,30.66564448,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Flystar125,21625447,6/15/14,0,1,3,1,0,3,190.798092,204.7755025,3,9,10,0,0,1,0,0,0,0,0,0,0,0,0,FIFA,2
Football14fever,21606249,6/12/14,1,1,8,1,1,8,128.6351942,128.6351942,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Frozenfire14,21678082,6/23/14,1,1,52,1,1,4,-13.69220237,-13.69220237,5,13,13,0,0,0,19,15.99920004,15.99920004,2,2,2,0,0,0,FIFA,1
Ftbl2014,21740386,7/2/14,1,1,890,1,1,1,316.2984185,316.2984185,1,20,20,0,0,0,0,-1.33328889,-1.33328889,2,3,3,0,0,0,FIFA,1
Futeb00l,21774160,7/7/14,0,1,121,1,0,20,67.21017258,67.99962222,15,18,19,0,1,0,77,171.0546053,196.0816993,9,12,18,0,0,0,FIFA,2
Gabrielptavares,20657819,1/27/14,1,1,31,1,1,0,0,0,0,0,0,0,0,0,0,-1.99980002,-1.99980002,1,1,1,0,0,0,FIFA,1
Ginothewall30,21781384,7/8/14,0,1,962,1,0,24,41.63983344,41.63983344,16,25,25,0,0,0,919,34.77739136,34.77739136,8,9,9,0,0,0,FIFA,2
GraalPK,21483047,5/25/14,0,1,611,1,0,26,101.9974501,27.9990667,3,3,4,0,1,0,551,250.2254029,403.6475577,18,37,62,0,19,6,FIFA,3
HMS88,21533729,6/1/14,0,1,696,1,0,29,52.90450998,43.73661191,10,19,21,2,0,0,665,16.15526947,18.29006237,50,131,161,0,0,0,FIFA,2
Haaslk,21800872,7/10/14,1,1,0,1,1,0,0.99990001,0.99990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
HamedV00,21339499,5/6/14,1,1,984,1,1,0,4474.552545,4474.552545,1,1,1,0,0,0,901,203.5252446,351.3819124,6,13,19,0,0,0,FIFA,1
Hejhej123hejhej,21794253,7/9/14,1,1,0,1,1,0,-469.9530047,-469.9530047,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Hernanx32a,21651749,6/19/14,1,1,0,1,1,0,15.33282224,15.33282224,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Hmoshrif,21581893,6/9/14,1,1,0,1,1,0,-9.9990001,-9.9990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Homo mundi,21846525,7/16/14,1,1,4,1,1,1,176.759293,181.599092,2,20,25,2,1,2,0,0,0,0,0,0,0,0,0,FIFA,1
ILLWRECKYOU,21603481,6/12/14,1,1,0,1,1,0,40.99590041,40.99590041,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Ishac.ishac,21605711,6/12/14,1,1,0,1,1,0,18.24954376,18.24954376,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Itzzz Michael,21497331,5/27/14,1,1,0,1,1,0,24.99875006,24.99875006,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
JJHk2000,21360819,5/9/14,0,1,414,1,0,30,348.3313982,329.9205391,6,13,18,2,0,3,382,221.1998077,218.5270741,31,110,115,0,0,1,FIFA,2
Jmvilla1509,21723444,6/29/14,1,1,8,1,1,0,-0.99990001,-0.99990001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Johnmirenda,21631128,6/16/14,0,1,17,1,0,17,62.24844379,62.24844379,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Jon Stakes,21746499,7/2/14,1,1,20,1,1,20,362.9967,-452.9547045,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,FIFA,3
Josephdavoudzadeh,21633531,6/17/14,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
JupiterSaturnw,21580502,6/8/14,1,1,0,1,1,0,-65.99340066,-65.99340066,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
KH-1,21857263,7/18/14,0,1,1185,0,0,30,201.8523115,96.98434469,213,320,359,1,2,19,1154,303.606944,92.35961901,17485,24487,29604,103,85,3293,FIFA,2
Karamonas,21613377,6/13/14,1,1,0,1,1,0,80.99190081,80.99190081,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Landingdude13,20659301,1/28/14,0,1,1355,0,0,30,9.265285539,9.074467625,1145,1974,2028,0,1,0,1324,57.25634273,55.35993884,9316,22326,25146,35,497,37,FIFA,2
Leo Bonilla,21626799,6/16/14,1,1,1133,1,1,6,38.66634445,12.18170744,3,11,12,0,0,1,994,104.3531501,92.1609145,330,1827,2203,108,37,135,FIFA,3
Liverpool8765,21800893,7/10/14,0,1,18,1,0,18,38.5767747,38.11984752,12,25,26,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
Luyg97,21413246,5/16/14,0,1,155,1,0,10,33.42833265,33.42833265,13,14,14,0,0,0,120,90.74943282,90.74943282,4,16,16,0,0,0,FIFA,2
Madoti mojeed,21721474,6/29/14,1,1,23,1,1,21,1168.29439,240.9879506,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,FIFA,3
Mariocarioca22,21556789,6/5/14,1,1,0,1,1,0,15.99920004,15.99920004,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
MarkBM,21794115,7/9/14,1,1,1,1,1,1,469.3742666,-85.99938572,1,14,64,18,0,9,0,0,0,0,0,0,0,0,0,FIFA,3
Matosizi,21622900,6/15/14,1,1,0,1,1,0,29.9970003,29.9970003,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Matthew898,21814693,7/12/14,0,1,811,1,0,24,-1.225802497,-3.833320556,19,30,31,0,1,0,779,-96.15594951,-16.38704391,18,31,32,0,0,1,FIFA,2
Mexanoh,21772591,7/6/14,1,1,0,1,1,0,12.99870013,12.99870013,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Mikestrike,21605546,6/12/14,1,1,0,1,1,0,45.99770011,45.99770011,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
Mixo45,21336330,5/5/14,0,1,1249,0,0,0,153.3307778,153.3307778,2,6,6,0,0,0,1218,220.9372238,235.6173006,19,68,80,3,1,0,FIFA,2
Mohammad961,21605647,6/12/14,1,1,330,1,1,0,42.33286297,42.33286297,1,9,9,0,0,0,1,40.16599723,0.199996,2,5,6,0,0,1,FIFA,1
MrMohammed305,21901010,7/24/14,1,1,325,1,1,18,-628.7643941,-849.1740984,10,11,13,0,1,1,242,138.9328702,193.5779285,16,19,30,1,5,2,FIFA,3
Mulderttt,21637755,6/17/14,1,1,404,1,1,0,45.99540046,45.99540046,1,1,1,0,0,0,0,165.9834017,165.9834017,1,1,1,0,0,0,FIFA,1
Mundogamesvicioam,21191932,4/14/14,1,1,0,1,1,0,11.99880012,11.99880012,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
MusaSaleemPK,21607835,6/12/14,1,1,0,1,1,0,57.99420058,57.99420058,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,1
NextGenSam619,21733618,7/1/14,0,1,1185,0,0,30,135.5977984,111.7528097,33,85,97,4,5,2,1147,199.1447445,126.9867063,699,2032,2563,36,146,226,FIFA,2
Nqemgray,21414483,5/16/14,0,1,3,1,0,3,52.499625,52.499625,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,FIFA,2
